"SITE_ID","YEAR","WEEK","DATEON","DATEOFF","SO2_CONC","SO4_CONC","NO3_CONC","HNO3_CONC","TNO3_CONC","NH4_CONC","CA_CONC","NA_CONC","MG_CONC","K_CONC","CL_CONC"
"BVL130","2017.0","10.0","03/07/2017 09:00:00","03/14/2017 08:00:00","1.129","0.688","1.483","0.687","2.158","0.513","0.396","0.056","0.08","0.039","0.058"
"ALH157","2017.0","10.0","03/07/2017 09:00:00","03/14/2017 08:00:00","1.671","0.821","1.62","0.637","2.247","0.557","0.525","0.051","0.079","0.062","0.053"
"BVL130","2017.0","11.0","03/14/2017 09:00:00","03/21/2017 08:00:00","0.98","1.438","2.486","0.846","3.319","1.085","0.272","0.12","0.043","0.047","0.077"
"STK138","2017.0","11.0","03/14/2017 09:00:00","03/21/2017 08:00:00","1.304","1.283","2.472","0.539","3.002","1.058","0.412","0.068","0.081","0.055","0.053"
"ALH157","2017.0","11.0","03/14/2017 09:00:00","03/21/2017 08:00:00","","","","","","","","","","",""
"BVL130","2017.0","12.0","03/21/2017 09:00:00","03/28/2017 08:00:00","1.334","1.47","1.484","0.918","2.388","0.732","0.257","0.18","0.059","0.051","0.086"
"ALH157","2017.0","12.0","03/21/2017 09:00:00","03/28/2017 08:00:00","","","","","","","","","","",""
"STK138","2017.0","12.0","03/21/2017 09:00:00","03/28/2017 08:00:00","0.903","1.123","2.874","0.548","3.414","1.049","0.293","0.047","0.086","0.055","0.062"
"ALH157","2017.0","13.0","03/28/2017 09:00:00","04/04/2017 08:00:00","1.034","1.468","1.053","1.088","2.124","0.786","0.121","0.033","0.017","0.04","0.035"
"STK138","2017.0","13.0","03/28/2017 09:00:00","04/04/2017 08:00:00","0.868","0.839","1.842","0.574","2.406","0.853","0.083","0.02","0.025","0.042","0.034"
"BVL130","2017.0","13.0","03/28/2017 09:00:00","04/04/2017 08:00:00","1.154","1.318","1.102","1.339","2.42","0.728","0.138","0.027","0.027","0.036","0.034"
"STK138","2018.0","10.0","03/06/2018 09:00:00","03/13/2018 08:00:00","0.575","0.776","3.667","0.387","4.048","1.279","0.219","0.087","0.08","0.039","0.067"
"ALH157","2018.0","10.0","03/06/2018 09:00:00","03/13/2018 08:00:00","0.706","1.048","2.134","0.482","2.608","0.881","0.315","0.044","0.033","0.042","0.036"
"BVL130","2018.0","10.0","03/06/2018 09:00:00","03/13/2018 08:00:00","0.719","0.804","2.506","0.491","2.989","0.939","0.277","0.073","0.057","0.038","0.079"
"BVL130","2018.0","11.0","03/13/2018 09:00:00","03/20/2018 08:00:00","1.11","1.022","2.507","0.874","3.367","0.866","0.53","0.084","0.089","0.055","0.048"
"STK138","2018.0","11.0","03/13/2018 09:00:00","03/20/2018 08:00:00","0.618","0.809","2.206","0.535","2.732","0.871","0.399","0.086","0.106","0.053","0.051"
"ALH157","2018.0","11.0","03/13/2018 09:00:00","03/20/2018 08:00:00","1.302","1.706","3.303","0.725","4.016","1.208","0.737","0.061","0.069","0.078","0.06"
"ALH157","2018.0","12.0","03/20/2018 09:00:00","03/27/2018 08:00:00","0.783","0.965","2.332","0.558","2.881","0.788","0.441","0.063","0.066","0.046","0.042"
"STK138","2018.0","12.0","03/20/2018 09:00:00","03/27/2018 08:00:00","0.57","0.684","1.718","0.424","2.136","0.601","0.421","0.076","0.161","0.09","0.051"
"BVL130","2018.0","12.0","03/20/2018 09:00:00","03/27/2018 08:00:00","0.823","0.847","1.916","0.687","2.593","0.574","0.501","0.101","0.124","0.054","0.082"
"BVL130","2018.0","13.0","03/27/2018 09:00:00","04/03/2018 08:00:00","0.523","1.238","4.011","0.512","4.515","1.586","0.141","0.044","0.038","0.038","0.052"
"STK138","2018.0","13.0","03/27/2018 09:00:00","04/03/2018 08:00:00","0.299","0.908","3.292","0.319","3.606","1.271","0.285","0.036","0.069","0.051","0.039"
"ALH157","2018.0","13.0","03/27/2018 09:00:00","04/03/2018 08:00:00","0.553","1.776","3.844","0.491","4.327","1.749","0.144","0.036","0.026","0.038","0.039"
"STK138","2019.0","10.0","03/05/2019 09:00:00","03/12/2019 08:00:00","0.812","1.571","7.495","0.29","7.78","2.328","0.727","0.191","0.288","0.062","0.226"
"ALH157","2019.0","10.0","03/05/2019 09:00:00","03/12/2019 08:00:00","1.025","1.661","3.707","0.343","4.045","1.436","0.49","0.096","0.049","0.05","0.078"
"BVL130","2019.0","10.0","03/05/2019 09:00:00","03/12/2019 08:00:00","0.74","1.582","4.101","0.292","4.388","1.534","0.361","0.089","0.044","0.042","0.095"
"BVL130","2019.0","11.0","03/12/2019 09:00:00","03/19/2019 08:00:00","0.583","1.01","1.212","0.592","1.794","0.666","0.151","0.041","0.023","0.034","0.036"
"STK138","2019.0","11.0","03/12/2019 09:00:00","03/19/2019 08:00:00","0.322","0.844","1.695","0.237","1.928","0.751","0.204","0.034","0.036","0.038","0.035"
"ALH157","2019.0","11.0","03/12/2019 09:00:00","03/19/2019 08:00:00","0.567","0.827","0.893","0.56","1.444","0.437","0.269","0.04","0.028","0.042","0.035"
"BVL130","2019.0","12.0","03/19/2019 09:00:00","03/26/2019 08:00:00","","","","","","","","","","",""
"STK138","2019.0","12.0","03/19/2019 09:00:00","03/26/2019 08:00:00","0.625","0.848","2.264","0.699","2.952","0.885","0.254","0.055","0.063","0.044","0.027"
"ALH157","2019.0","12.0","03/19/2019 09:00:00","03/26/2019 08:00:00","0.862","1.229","2.643","0.663","3.296","1.134","0.364","0.046","0.046","0.056","0.047"
"BVL130","2019.0","13.0","03/26/2019 09:00:00","04/02/2019 08:00:00","0.618","0.963","1.811","0.885","2.681","0.802","0.211","0.054","0.045","0.047","0.035"
"STK138","2019.0","13.0","03/26/2019 09:00:00","04/02/2019 08:00:00","0.756","0.694","1.0","0.587","1.578","0.459","0.389","0.047","0.092","0.042","0.049"
"ALH157","2019.0","13.0","03/26/2019 09:00:00","04/02/2019 08:00:00","0.975","0.946","1.533","0.623","2.146","0.689","0.304","0.063","0.047","0.056","0.035"
"STK138","2020.0","10.0","03/03/2020 09:00:00","03/10/2020 08:00:00","0.428","0.561","0.976","0.535","1.503","0.331","0.374","0.053","0.066","0.042","0.051"
"ALH157","2020.0","10.0","03/03/2020 09:00:00","03/10/2020 08:00:00","0.657","0.642","0.712","0.678","1.378","0.277","0.549","0.098","0.061","0.052","0.123"
"BVL130","2020.0","10.0","03/03/2020 09:00:00","03/10/2020 08:00:00","0.526","0.622","0.653","0.947","1.585","0.271","0.333","0.07","0.048","0.037","0.059"
"STK138","2020.0","11.0","03/10/2020 09:00:00","03/17/2020 08:00:00","0.327","1.437","2.798","0.264","3.058","1.318","0.142","0.064","0.043","0.035","0.066"
"ALH157","2020.0","11.0","03/10/2020 09:00:00","03/17/2020 08:00:00","0.399","2.207","2.885","0.399","3.278","1.635","0.114","0.049","0.024","0.035","0.048"
"BVL130","2020.0","11.0","03/10/2020 09:00:00","03/17/2020 08:00:00","0.441","1.848","2.337","0.477","2.806","1.272","0.143","0.054","0.033","0.037","0.048"
"BVL130","2020.0","12.0","03/17/2020 09:00:00","03/24/2020 08:00:00","0.333","1.241","1.245","0.524","1.761","0.712","0.109","0.055","0.026","0.032","0.036"
"ALH157","2020.0","12.0","03/17/2020 09:00:00","03/24/2020 08:00:00","0.354","1.593","1.364","0.567","1.921","0.924","0.086","0.064","0.021","0.038","0.035"
"STK138","2020.0","12.0","03/17/2020 09:00:00","03/24/2020 08:00:00","0.286","1.387","2.813","0.286","3.094","1.264","0.082","0.061","0.034","0.035","0.053"
"STK138","2020.0","13.0","03/24/2020 09:00:00","03/31/2020 08:00:00","0.257","1.085","1.713","0.561","2.265","0.837","0.077","0.037","0.024","0.036","0.035"
"ALH157","2020.0","13.0","03/24/2020 09:00:00","03/31/2020 08:00:00","0.567","1.977","0.692","1.676","2.341","0.705","0.202","0.18","0.041","0.077","0.034"
"BVL130","2020.0","13.0","03/24/2020 09:00:00","03/31/2020 08:00:00","0.387","1.364","1.158","1.142","2.281","0.446","0.389","0.046","0.063","0.051","0.007"
"STK138","2020.0","14.0","03/31/2020 09:00:00","04/07/2020 08:00:00","0.493","0.948","1.923","0.709","2.621","0.785","0.323","0.063","0.102","0.064","0.057"
"BVL130","2020.0","14.0","03/31/2020 09:00:00","04/07/2020 08:00:00","0.387","1.364","1.158","1.142","2.281","0.446","0.389","0.046","0.063","0.051","0.007"
"ALH157","2020.0","14.0","03/31/2020 09:00:00","04/07/2020 08:00:00","0.569","1.14","1.738","0.698","2.424","0.814","0.369","0.046","0.041","0.066","0.074"
"ALH157","2015.0","15.0","04/07/2015 09:00:00","04/14/2015 08:00:00","1.455","1.67","0.587","0.878","1.451","0.625","0.309","0.161","0.057","0.072","0.042"
"STK138","2015.0","15.0","04/07/2015 09:00:00","04/14/2015 08:00:00","0.897","1.91","2.374","0.947","3.305","1.312","0.378","0.058","0.092","0.062","0.034"
"BVL130","2015.0","15.0","04/07/2015 09:00:00","04/14/2015 08:00:00","1.981","1.935","0.466","1.316","1.761","0.732","0.306","0.103","0.071","0.056","0.033"
"ALH157","2015.0","16.0","04/14/2015 09:00:00","04/21/2015 08:00:00","1.66","3.309","0.965","1.605","2.545","1.36","0.333","0.031","0.042","0.061","0.033"
"BVL130","2015.0","16.0","04/14/2015 09:00:00","04/21/2015 08:00:00","1.234","2.113","1.5","1.413","2.89","1.015","0.408","0.031","0.08","0.05","0.035"
"STK138","2015.0","16.0","04/14/2015 09:00:00","04/21/2015 08:00:00","1.311","1.465","1.721","1.688","3.382","0.675","1.079","0.065","0.266","0.092","0.042"
"ALH157","2015.0","17.0","04/21/2015 09:00:00","04/28/2015 08:00:00","1.082","1.114","1.207","0.81","2.003","0.59","0.54","0.023","0.053","0.051","0.034"
"BVL130","2015.0","17.0","04/21/2015 09:00:00","04/28/2015 08:00:00","1.498","0.969","1.404","1.021","2.409","0.542","0.644","0.028","0.099","0.045","0.034"
"STK138","2015.0","17.0","04/21/2015 09:00:00","04/28/2015 08:00:00","0.906","0.722","1.793","0.843","2.623","0.637","0.636","0.025","0.144","0.047","0.03"
"BVL130","2015.0","18.0","04/28/2015 09:00:00","05/05/2015 08:00:00","1.745","1.511","1.026","1.925","2.92","0.661","0.845","0.03","0.171","0.06","0.034"
"ALH157","2015.0","18.0","04/28/2015 09:00:00","05/05/2015 08:00:00","1.288","1.684","0.811","1.721","2.505","0.749","0.798","0.03","0.107","0.083","0.033"
"STK138","2015.0","18.0","04/28/2015 09:00:00","05/05/2015 08:00:00","0.685","0.992","1.274","1.081","2.338","0.476","0.974","0.022","0.296","0.075","0.038"
"BVL130","2016.0","15.0","04/05/2016 09:00:00","04/12/2016 08:00:00","0.717","1.02","1.094","0.52","1.606","0.608","0.296","0.024","0.045","0.034","0.035"
"ALH157","2016.0","15.0","04/05/2016 09:00:00","04/12/2016 08:00:00","0.81","0.881","0.844","0.449","1.285","0.439","0.43","0.028","0.042","0.045","0.034"
"STK138","2016.0","15.0","04/05/2016 09:00:00","04/12/2016 08:00:00","0.494","0.98","1.114","0.355","1.463","0.606","0.347","0.023","0.057","0.038","0.034"
"BVL130","2016.0","16.0","04/12/2016 09:00:00","04/19/2016 08:00:00","1.311","1.313","0.73","2.543","3.233","0.603","0.649","0.054","0.082","0.069","0.033"
"STK138","2016.0","16.0","04/12/2016 09:00:00","04/19/2016 08:00:00","1.664","1.552","1.605","3.009","4.566","0.799","0.938","0.067","0.303","0.108","0.036"
"ALH157","2016.0","16.0","04/12/2016 09:00:00","04/19/2016 08:00:00","1.365","1.327","0.685","1.714","2.371","0.56","0.545","0.088","0.063","0.066","0.033"
"ALH157","2016.0","17.0","04/19/2016 09:00:00","04/26/2016 08:00:00","1.044","2.197","0.854","2.007","2.829","0.861","0.355","0.093","0.061","0.072","0.033"
"BVL130","2016.0","17.0","04/19/2016 09:00:00","04/26/2016 08:00:00","0.79","1.803","0.704","2.544","3.207","0.649","0.363","0.071","0.08","0.057","0.034"
"STK138","2016.0","17.0","04/19/2016 09:00:00","04/26/2016 08:00:00","0.533","1.401","1.375","1.446","2.798","0.696","0.528","0.042","0.141","0.064","0.033"
"BVL130","2016.0","18.0","04/26/2016 09:00:00","05/03/2016 08:00:00","0.319","1.894","4.126","0.994","5.104","1.662","0.279","0.025","0.057","0.043","0.034"
"STK138","2016.0","18.0","04/26/2016 09:00:00","05/03/2016 08:00:00","0.346","1.483","2.791","0.392","3.176","1.302","0.216","0.032","0.084","0.037","0.035"
"ALH157","2016.0","18.0","04/26/2016 09:00:00","05/03/2016 08:00:00","0.51","1.45","0.783","0.959","1.727","0.63","0.153","0.032","0.026","0.063","0.033"
"STK138","2017.0","14.0","04/04/2017 09:00:00","04/11/2017 08:00:00","0.837","0.82","0.53","0.667","1.187","0.391","0.312","0.053","0.075","0.052","0.034"
"ALH157","2017.0","14.0","04/04/2017 09:00:00","04/11/2017 08:00:00","0.978","1.016","0.527","0.684","1.2","0.417","0.436","0.071","0.059","0.06","0.048"
"BVL130","2017.0","14.0","04/04/2017 09:00:00","04/11/2017 08:00:00","0.755","0.97","0.374","0.819","1.18","0.416","0.219","0.042","0.031","","0.034"
"ALH157","2017.0","15.0","04/11/2017 09:00:00","04/18/2017 08:00:00","1.26","1.217","1.092","1.168","2.242","0.49","0.559","0.155","0.081","0.102","0.067"
"BVL130","2017.0","15.0","04/11/2017 09:00:00","04/18/2017 08:00:00","1.062","1.227","0.95","1.517","2.443","0.549","0.536","0.098","0.082","0.076","0.037"
"STK138","2017.0","15.0","04/11/2017 09:00:00","04/18/2017 08:00:00","0.791","1.001","1.457","1.227","2.664","0.467","0.653","0.058","0.159","0.069","0.03"
"BVL130","2017.0","16.0","04/18/2017 09:00:00","04/25/2017 08:00:00","1.191","1.04","0.754","1.183","1.918","0.475","0.665","0.088","0.129","0.07","0.034"
"ALH157","2017.0","16.0","04/18/2017 09:00:00","04/25/2017 08:00:00","","","","","","","","","","",""
"STK138","2017.0","16.0","04/18/2017 09:00:00","04/25/2017 08:00:00","0.95","0.714","0.716","1.349","2.043","0.398","0.592","0.026","0.222","0.064","0.038"
"BVL130","2017.0","17.0","04/25/2017 09:00:00","05/02/2017 08:00:00","0.734","0.982","1.132","0.646","1.768","0.571","0.184","0.026","0.032","0.066","0.034"
"ALH157","2017.0","17.0","04/25/2017 09:00:00","05/02/2017 08:00:00","","","","","","","","","","",""
"STK138","2017.0","17.0","04/25/2017 09:00:00","05/02/2017 08:00:00","","","","","","","","","","",""
"STK138","2018.0","14.0","04/03/2018 09:00:00","04/10/2018 08:00:00","0.371","1.037","2.346","0.226","2.568","0.95","0.369","0.13","0.096","0.055","0.145"
"BVL130","2018.0","14.0","04/03/2018 09:00:00","04/10/2018 08:00:00","0.508","1.141","2.047","0.405","2.445","0.833","0.304","0.087","0.066","0.041","0.06"
"ALH157","2018.0","14.0","04/03/2018 09:00:00","04/10/2018 08:00:00","0.873","1.483","1.797","0.568","2.356","0.863","0.401","0.088","0.065","0.043","0.05"
"ALH157","2018.0","15.0","04/10/2018 09:00:00","04/17/2018 08:00:00","0.677","1.289","0.858","0.82","1.665","0.523","0.596","0.085","0.09","0.069","0.083"
"BVL130","2018.0","15.0","04/10/2018 09:00:00","04/17/2018 08:00:00","0.445","1.34","0.84","1.009","1.833","0.572","0.324","0.063","0.05","0.049","0.034"
"STK138","2018.0","15.0","04/10/2018 09:00:00","04/17/2018 08:00:00","0.361","0.937","1.693","0.607","2.29","0.738","0.274","0.05","0.056","0.048","0.027"
"BVL130","2018.0","16.0","04/17/2018 09:00:00","04/24/2018 08:00:00","0.64","0.872","0.977","1.395","2.35","0.433","0.478","0.055","0.111","0.06","0.045"
"STK138","2018.0","16.0","04/17/2018 09:00:00","04/24/2018 08:00:00","","","","","","","","","","",""
"ALH157","2018.0","16.0","04/17/2018 09:00:00","04/24/2018 08:00:00","0.808","0.876","0.877","0.955","1.817","0.49","0.351","0.038","0.042","0.054","0.034"
"ALH157","2018.0","17.0","04/24/2018 09:00:00","05/01/2018 08:00:00","0.75","1.012","0.851","1.764","2.587","0.492","0.81","0.038","0.1","0.084","0.036"
"BVL130","2018.0","17.0","04/24/2018 09:00:00","05/01/2018 08:00:00","1.11","0.843","0.756","1.642","2.371","0.416","0.747","0.044","0.142","0.068","0.034"
"ALH157","2019.0","14.0","04/02/2019 09:00:00","04/09/2019 08:00:00","0.721","1.294","0.621","1.664","2.259","0.455","0.322","0.028","0.032","0.064","0.035"
"BVL130","2019.0","14.0","04/02/2019 09:00:00","04/09/2019 08:00:00","0.552","1.625","0.837","1.958","2.764","0.519","0.32","0.032","0.118","0.06","0.034"
"STK138","2019.0","14.0","04/02/2019 09:00:00","04/09/2019 08:00:00","0.487","1.578","2.031","1.099","3.112","1.019","0.274","0.025","0.066","0.051","0.034"
"BVL130","2019.0","15.0","04/09/2019 09:00:00","04/16/2019 08:00:00","0.497","0.574","0.51","0.62","1.12","0.238","0.41","0.021","0.057","0.034","0.034"
"STK138","2019.0","15.0","04/09/2019 09:00:00","04/16/2019 08:00:00","0.383","0.548","0.748","0.287","1.03","0.302","0.284","0.019","0.047","0.034","0.034"
"ALH157","2019.0","15.0","04/09/2019 09:00:00","04/16/2019 08:00:00","0.814","0.578","0.654","0.541","1.186","0.264","0.561","0.024","0.06","0.053","0.034"
"STK138","2019.0","16.0","04/16/2019 09:00:00","04/23/2019 08:00:00","0.558","0.707","0.872","1.245","2.097","0.354","0.67","0.056","0.149","0.063","0.033"
"ALH157","2019.0","16.0","04/16/2019 09:00:00","04/23/2019 08:00:00","0.915","0.87","0.434","0.797","1.219","0.361","0.406","0.081","0.063","0.074","0.034"
"BVL130","2019.0","16.0","04/16/2019 09:00:00","04/23/2019 08:00:00","0.572","0.774","0.43","0.956","1.37","0.342","0.396","0.053","0.072","0.044","0.034"
"BVL130","2019.0","17.0","04/23/2019 09:00:00","04/30/2019 08:00:00","0.398","1.564","2.286","0.7","2.975","1.02","0.388","0.041","0.067","0.051","0.034"
"ALH157","2019.0","17.0","04/23/2019 09:00:00","04/30/2019 08:00:00","0.443","1.666","1.618","1.029","2.631","0.952","0.286","0.032","0.035","0.062","0.034"
"STK138","2019.0","17.0","04/23/2019 09:00:00","04/30/2019 08:00:00","0.339","0.674","1.341","0.585","1.917","0.464","0.313","0.029","0.077","0.047","0.034"
"ALH157","2019.0","18.0","04/30/2019 09:00:00","05/07/2019 08:00:00","0.769","1.409","0.488","1.579","2.041","0.584","0.139","0.037","0.026","0.077","0.034"
"STK138","2019.0","18.0","04/30/2019 09:00:00","05/07/2019 08:00:00","0.245","0.619","1.106","1.149","2.237","0.504","0.114","0.013","0.038","0.035","0.034"
"BVL130","2019.0","18.0","04/30/2019 09:00:00","05/07/2019 08:00:00","0.716","1.221","0.615","2.386","2.962","0.544","0.155","0.024","0.039","0.053","0.034"
"BVL130","2020.0","15.0","04/07/2020 09:00:00","04/14/2020 08:00:00","0.387","1.364","1.158","1.142","2.281","0.446","0.389","0.046","0.063","0.051","0.007"
"STK138","2020.0","15.0","04/07/2020 09:00:00","04/14/2020 08:00:00","0.358","1.113","1.328","0.294","1.618","0.709","0.515","0.027","0.097","0.06","0.035"
"ALH157","2020.0","15.0","04/07/2020 09:00:00","04/14/2020 08:00:00","0.544","1.142","0.796","0.577","1.365","0.545","0.599","0.033","0.071","0.067","0.034"
"STK138","2020.0","16.0","04/14/2020 09:00:00","04/21/2020 08:00:00","0.309","1.14","0.982","0.47","1.444","0.583","0.606","0.034","0.142","0.05","0.035"
"BVL130","2020.0","16.0","04/14/2020 09:00:00","04/21/2020 08:00:00","0.387","1.364","1.158","1.142","2.281","0.446","0.389","0.046","0.063","0.051","0.007"
"ALH157","2020.0","16.0","04/14/2020 09:00:00","04/21/2020 08:00:00","0.611","1.39","0.933","0.979","1.896","0.665","0.588","0.029","0.071","0.066","0.033"
"ALH157","2020.0","17.0","04/21/2020 09:00:00","04/28/2020 08:00:00","0.639","0.815","0.778","0.902","1.666","0.382","0.463","0.016","0.057","0.058","0.046"
"STK138","2020.0","17.0","04/21/2020 09:00:00","04/28/2020 08:00:00","0.435","1.215","3.461","0.573","4.025","1.116","0.838","0.024","0.179","0.07","0.039"
"BVL130","2020.0","17.0","04/21/2020 09:00:00","04/28/2020 08:00:00","0.387","1.36","1.155","1.14","2.277","0.446","0.389","0.045","0.063","0.051","0.007"
"ALH157","2020.0","18.0","04/28/2020 09:00:00","05/05/2020 08:00:00","0.56","0.826","0.608","0.763","1.359","0.342","0.63","0.037","0.08","0.06","0.034"
"BVL130","2020.0","18.0","04/28/2020 09:00:00","05/05/2020 08:00:00","0.439","0.668","0.576","0.845","1.408","0.326","0.341","0.023","0.072","0.04","0.034"
"STK138","2020.0","18.0","04/28/2020 09:00:00","05/05/2020 08:00:00","0.383","0.727","0.567","0.899","1.452","0.351","0.751","0.027","0.175","0.05","0.033"
"STK138","2015.0","19.0","05/05/2015 09:00:00","05/12/2015 08:00:00","0.553","1.398","1.281","1.059","2.323","0.822","0.195","0.062","0.055","0.066","0.033"
"BVL130","2015.0","19.0","05/05/2015 09:00:00","05/12/2015 08:00:00","0.779","1.639","0.676","1.438","2.091","0.597","0.285","0.144","0.053","0.061","0.033"
"ALH157","2015.0","19.0","05/05/2015 09:00:00","05/12/2015 08:00:00","0.808","1.671","0.862","1.066","1.911","0.551","0.399","0.221","0.069","0.101","0.033"
"BVL130","2015.0","20.0","05/12/2015 09:00:00","05/19/2015 08:00:00","1.364","1.338","0.532","0.928","1.446","0.462","0.332","0.09","0.063","0.055","0.034"
"STK138","2015.0","20.0","05/12/2015 09:00:00","05/19/2015 08:00:00","","","","","","","","","","",""
"ALH157","2015.0","20.0","05/12/2015 09:00:00","05/19/2015 08:00:00","1.205","1.287","0.647","0.937","1.569","0.454","0.347","0.088","0.049","0.078","0.033"
"BVL130","2015.0","21.0","05/19/2015 09:00:00","05/26/2015 08:00:00","1.203","1.414","0.68","1.617","2.271","0.534","0.695","0.049","0.139","0.051","0.033"
"STK138","2015.0","21.0","05/19/2015 09:00:00","05/26/2015 08:00:00","0.85","1.259","0.592","1.148","1.722","0.496","0.396","0.028","0.115","0.065","0.038"
